inst#,actual,predicted,error,prediction
914,1:?,2:no,,0.954
915,1:?,1:yes,,1
916,1:?,1:yes,,0.995
917,1:?,1:yes,,0.912
918,1:?,1:yes,,0.926
919,1:?,1:yes,,0.993
920,1:?,2:no,,0.97
921,1:?,1:yes,,1
922,1:?,1:yes,,1
923,1:?,1:yes,,0.989
924,1:?,1:yes,,0.999
925,1:?,1:yes,,0.908
926,1:?,1:yes,,0.802
927,1:?,1:yes,,0.995
928,1:?,1:yes,,0.862
929,1:?,1:yes,,0.901
930,1:?,1:yes,,1
931,1:?,1:yes,,0.572
932,1:?,1:yes,,0.998
933,1:?,1:yes,,0.938
934,1:?,1:yes,,0.802
935,1:?,1:yes,,0.921
936,1:?,2:no,,0.956
937,1:?,1:yes,,1
938,1:?,1:yes,,0.906
939,1:?,1:yes,,1
940,1:?,1:yes,,0.945
941,1:?,1:yes,,1
942,1:?,1:yes,,0.897
943,1:?,1:yes,,0.908
944,1:?,1:yes,,1
945,1:?,2:no,,0.654
946,1:?,1:yes,,0.936
947,1:?,1:yes,,1
948,1:?,1:yes,,0.991
949,1:?,1:yes,,0.835
950,1:?,1:yes,,0.904
951,1:?,1:yes,,0.999
952,1:?,2:no,,0.939
953,1:?,2:no,,0.999
954,1:?,1:yes,,1
955,1:?,1:yes,,0.998
956,1:?,1:yes,,1
957,1:?,1:yes,,0.999
958,1:?,2:no,,0.523
959,1:?,1:yes,,0.996
960,1:?,1:yes,,0.979
961,1:?,1:yes,,0.944
962,1:?,1:yes,,0.946
963,1:?,1:yes,,0.91
964,1:?,1:yes,,0.945
965,1:?,2:no,,0.685
966,1:?,1:yes,,0.923
967,1:?,1:yes,,0.927
968,1:?,1:yes,,0.909
969,1:?,1:yes,,0.8
970,1:?,1:yes,,0.977
971,1:?,1:yes,,1
972,1:?,1:yes,,0.983
973,1:?,2:no,,0.868
974,1:?,1:yes,,1
975,1:?,1:yes,,1
976,1:?,2:no,,0.994
977,1:?,1:yes,,0.8
978,1:?,1:yes,,1
979,1:?,1:yes,,0.983
980,1:?,1:yes,,0.906
981,1:?,1:yes,,0.993
982,1:?,1:yes,,0.862
983,1:?,1:yes,,0.923
984,1:?,1:yes,,0.935
985,1:?,1:yes,,1
986,1:?,1:yes,,0.884
987,1:?,1:yes,,0.947
988,1:?,1:yes,,1
989,1:?,1:yes,,0.926
990,1:?,1:yes,,1
991,1:?,2:no,,0.997
992,1:?,1:yes,,0.999
993,1:?,1:yes,,0.961
994,1:?,1:yes,,1
995,1:?,1:yes,,0.931
996,1:?,1:yes,,0.738
997,1:?,1:yes,,1
998,1:?,1:yes,,0.982
999,1:?,1:yes,,0.93
1000,1:?,1:yes,,1
1001,1:?,2:no,,0.744
1002,1:?,2:no,,0.993
1003,1:?,1:yes,,0.824
1004,1:?,2:no,,0.674
1005,1:?,1:yes,,0.953
1006,1:?,1:yes,,1
1007,1:?,1:yes,,0.861
1008,1:?,1:yes,,1
1009,1:?,1:yes,,0.996
1010,1:?,1:yes,,1
1011,1:?,1:yes,,0.982
1012,1:?,2:no,,0.844
1013,1:?,1:yes,,1
1014,1:?,1:yes,,1
1015,1:?,1:yes,,0.794
1016,1:?,1:yes,,0.911
1017,1:?,2:no,,0.774
1018,1:?,1:yes,,0.951
1019,1:?,1:yes,,0.856
1020,1:?,1:yes,,0.881
1021,1:?,2:no,,1
1022,1:?,1:yes,,0.898
1023,1:?,1:yes,,0.812
1024,1:?,1:yes,,0.996
1025,1:?,1:yes,,1
1026,1:?,1:yes,,0.936
1027,1:?,1:yes,,0.999
1028,1:?,1:yes,,0.99
1029,1:?,1:yes,,1
1030,1:?,1:yes,,1
1031,1:?,1:yes,,1
1032,1:?,1:yes,,0.949
1033,1:?,1:yes,,0.999
1034,1:?,1:yes,,1
1035,1:?,1:yes,,1
1036,1:?,1:yes,,0.748
1037,1:?,1:yes,,0.863
1038,1:?,1:yes,,1
1039,1:?,1:yes,,0.985
1040,1:?,1:yes,,0.997
1041,1:?,1:yes,,1
1042,1:?,2:no,,1
1043,1:?,1:yes,,0.96
1044,1:?,1:yes,,0.913
1045,1:?,1:yes,,0.951
1046,1:?,1:yes,,0.988
1047,1:?,1:yes,,0.97
1048,1:?,1:yes,,0.786
1049,1:?,1:yes,,0.962
1050,1:?,1:yes,,0.95
1051,1:?,2:no,,0.992
1052,1:?,1:yes,,1
1053,1:?,1:yes,,0.86
1054,1:?,1:yes,,0.948
1055,1:?,1:yes,,0.801
1056,1:?,1:yes,,0.939
1057,1:?,1:yes,,1
1058,1:?,1:yes,,0.79
1059,1:?,2:no,,0.97
1060,1:?,1:yes,,0.944
1061,1:?,1:yes,,0.996
1062,1:?,1:yes,,0.639
1063,1:?,2:no,,0.972
1064,1:?,1:yes,,1
1065,1:?,1:yes,,0.936
1066,1:?,1:yes,,0.939
1067,1:?,1:yes,,0.917
1068,1:?,1:yes,,0.985
1069,1:?,1:yes,,1
1070,1:?,2:no,,0.986
1071,1:?,1:yes,,0.943
1072,1:?,1:yes,,0.955
1073,1:?,1:yes,,1
1074,1:?,1:yes,,0.945
1075,1:?,1:yes,,0.838
1076,1:?,1:yes,,1
1077,1:?,1:yes,,0.999
1078,1:?,1:yes,,0.93
1079,1:?,1:yes,,0.987
1080,1:?,2:no,,0.915
1081,1:?,1:yes,,0.999
1082,1:?,1:yes,,0.932
1083,1:?,1:yes,,1
1084,1:?,1:yes,,0.993
1085,1:?,1:yes,,0.908
1086,1:?,2:no,,1
1087,1:?,1:yes,,1
1088,1:?,1:yes,,1
1089,1:?,2:no,,0.856
1090,1:?,1:yes,,1
1091,1:?,1:yes,,1
1092,1:?,1:yes,,0.981
1093,1:?,1:yes,,0.806
1094,1:?,1:yes,,0.839
1095,1:?,1:yes,,0.917
1096,1:?,1:yes,,0.883
1097,1:?,1:yes,,0.911
1098,1:?,1:yes,,0.868
1099,1:?,1:yes,,1
1100,1:?,1:yes,,1
1101,1:?,1:yes,,1
1102,1:?,1:yes,,0.971
1103,1:?,1:yes,,0.984
1104,1:?,1:yes,,0.692
1105,1:?,1:yes,,0.939
1106,1:?,1:yes,,0.828
1107,1:?,1:yes,,1
1108,1:?,1:yes,,0.892
1109,1:?,1:yes,,1
1110,1:?,2:no,,0.885
1111,1:?,1:yes,,1
1112,1:?,1:yes,,0.865
1113,1:?,1:yes,,0.941
1114,1:?,1:yes,,0.984
1115,1:?,1:yes,,0.714
1116,1:?,1:yes,,0.758
1117,1:?,2:no,,0.65
1118,1:?,1:yes,,0.994
1119,1:?,1:yes,,1
1120,1:?,1:yes,,0.975
1121,1:?,1:yes,,0.997
1122,1:?,1:yes,,1
1123,1:?,1:yes,,0.995
1124,1:?,1:yes,,0.795
1125,1:?,2:no,,0.903
1126,1:?,1:yes,,1
1127,1:?,2:no,,0.644
1128,1:?,1:yes,,0.999
1129,1:?,2:no,,0.716
1130,1:?,2:no,,0.684
1131,1:?,1:yes,,0.972
1132,1:?,1:yes,,0.996
1133,1:?,1:yes,,0.957
1134,1:?,1:yes,,0.78
1135,1:?,1:yes,,0.961
1136,1:?,1:yes,,0.927
1137,1:?,1:yes,,1
1138,1:?,1:yes,,0.905
1139,1:?,1:yes,,0.964
1140,1:?,1:yes,,1
1141,1:?,1:yes,,1
1142,1:?,1:yes,,0.833
1143,1:?,1:yes,,1
1144,1:?,1:yes,,1
1145,1:?,1:yes,,0.999
1146,1:?,1:yes,,0.905
1147,1:?,1:yes,,1
1148,1:?,1:yes,,1
1149,1:?,1:yes,,0.995
1150,1:?,1:yes,,0.909
1151,1:?,1:yes,,1
1152,1:?,1:yes,,0.831
1153,1:?,1:yes,,0.997
1154,1:?,1:yes,,1
1155,1:?,1:yes,,1
1156,1:?,1:yes,,0.959
1157,1:?,1:yes,,0.944
1158,1:?,1:yes,,0.996
1159,1:?,1:yes,,0.981
1160,1:?,2:no,,0.991
1161,1:?,1:yes,,0.998
1162,1:?,1:yes,,1
1163,1:?,1:yes,,0.924
1164,1:?,1:yes,,0.981
1165,1:?,1:yes,,0.965
1166,1:?,1:yes,,0.875
1167,1:?,2:no,,0.909
1168,1:?,1:yes,,0.992
1169,1:?,1:yes,,0.94
1170,1:?,1:yes,,0.922
1171,1:?,1:yes,,0.748
1172,1:?,1:yes,,1
1173,1:?,2:no,,0.951
1174,1:?,1:yes,,1
1175,1:?,1:yes,,0.992
1176,1:?,1:yes,,0.95
1177,1:?,2:no,,0.917
1178,1:?,1:yes,,0.927
1179,1:?,1:yes,,0.865
1180,1:?,1:yes,,0.994
1181,1:?,1:yes,,1
1182,1:?,1:yes,,0.885
1183,1:?,1:yes,,1
1184,1:?,1:yes,,0.963
1185,1:?,1:yes,,0.998
1186,1:?,1:yes,,0.975
1187,1:?,1:yes,,1
1188,1:?,1:yes,,0.901
1189,1:?,1:yes,,0.999
1190,1:?,1:yes,,1
1191,1:?,1:yes,,0.961
1192,1:?,1:yes,,1
1193,1:?,1:yes,,1
1194,1:?,1:yes,,0.964
1195,1:?,1:yes,,0.992
1196,1:?,2:no,,0.958
1197,1:?,1:yes,,0.887
1198,1:?,1:yes,,0.888
1199,1:?,1:yes,,0.999
1200,1:?,1:yes,,0.966
1201,1:?,1:yes,,0.997
1202,1:?,1:yes,,0.96
1203,1:?,1:yes,,1
1204,1:?,1:yes,,1
1205,1:?,1:yes,,0.961
1206,1:?,2:no,,1
1207,1:?,1:yes,,1
1208,1:?,1:yes,,0.524
1209,1:?,2:no,,0.854
1210,1:?,1:yes,,1
1211,1:?,1:yes,,0.957
1212,1:?,1:yes,,0.997
1213,1:?,1:yes,,1
1214,1:?,2:no,,1
1215,1:?,1:yes,,0.857
1216,1:?,1:yes,,0.996
1217,1:?,1:yes,,0.532
1218,1:?,1:yes,,1
1219,1:?,1:yes,,1
1220,1:?,1:yes,,0.937
1221,1:?,1:yes,,0.978
1222,1:?,1:yes,,0.982
1223,1:?,2:no,,0.959
1224,1:?,1:yes,,1
1225,1:?,1:yes,,0.965
1226,1:?,1:yes,,0.942
1227,1:?,1:yes,,0.923
1228,1:?,1:yes,,1
1229,1:?,2:no,,0.725
1230,1:?,1:yes,,1
1231,1:?,1:yes,,1
1232,1:?,1:yes,,0.716
1233,1:?,1:yes,,0.792
1234,1:?,1:yes,,0.946
1235,1:?,1:yes,,1
1236,1:?,1:yes,,0.923
1237,1:?,1:yes,,0.978
1238,1:?,1:yes,,0.507
1239,1:?,1:yes,,0.921
1240,1:?,1:yes,,0.919
1241,1:?,1:yes,,1
1242,1:?,1:yes,,1
1243,1:?,1:yes,,1
1244,1:?,1:yes,,0.933
1245,1:?,1:yes,,0.8
1246,1:?,1:yes,,1
1247,1:?,2:no,,0.985
1248,1:?,1:yes,,0.999
1249,1:?,1:yes,,0.743
1250,1:?,1:yes,,0.958
1251,1:?,1:yes,,1
1252,1:?,1:yes,,0.913
1253,1:?,2:no,,0.958
1254,1:?,1:yes,,0.95
1255,1:?,2:no,,0.882
1256,1:?,2:no,,0.912
1257,1:?,1:yes,,0.765
1258,1:?,2:no,,0.578
1259,1:?,2:no,,0.951
1260,1:?,2:no,,0.602
1261,1:?,1:yes,,1
1262,1:?,1:yes,,0.925
1263,1:?,1:yes,,0.997
1264,1:?,2:no,,1
1265,1:?,1:yes,,1
1266,1:?,1:yes,,1
1267,1:?,1:yes,,0.955
1268,1:?,1:yes,,1
1269,1:?,1:yes,,0.873
1270,1:?,1:yes,,0.939
1271,1:?,2:no,,1
1272,1:?,2:no,,0.986
1273,1:?,1:yes,,0.996
1274,1:?,1:yes,,0.745
1275,1:?,1:yes,,0.939
1276,1:?,1:yes,,0.887
1277,1:?,1:yes,,1
1278,1:?,1:yes,,0.953
1279,1:?,2:no,,0.861
1280,1:?,1:yes,,0.997
1281,1:?,1:yes,,0.992
1282,1:?,2:no,,0.564
1283,1:?,1:yes,,0.97
1284,1:?,1:yes,,0.942
1285,1:?,1:yes,,0.959
1286,1:?,1:yes,,1
1287,1:?,2:no,,0.604
1288,1:?,1:yes,,0.928
1289,1:?,1:yes,,0.781
1290,1:?,1:yes,,1
1291,1:?,1:yes,,1
1292,1:?,1:yes,,0.974
1293,1:?,1:yes,,1
1294,1:?,1:yes,,0.888
1295,1:?,1:yes,,0.902
1296,1:?,1:yes,,0.835
1297,1:?,1:yes,,0.931
1298,1:?,1:yes,,0.989
1299,1:?,1:yes,,1
1300,1:?,1:yes,,0.884
1301,1:?,1:yes,,0.938
1302,1:?,1:yes,,1
1303,1:?,1:yes,,0.95
1304,1:?,1:yes,,0.939
1305,1:?,1:yes,,0.664
1306,1:?,1:yes,,0.969
1307,1:?,1:yes,,1
1308,1:?,1:yes,,1
1309,1:?,1:yes,,0.953
1310,1:?,1:yes,,0.929
1311,1:?,1:yes,,0.971
1312,1:?,1:yes,,1
1313,1:?,1:yes,,0.661
1314,1:?,1:yes,,0.974
1315,1:?,1:yes,,0.996
1316,1:?,2:no,,0.92
1317,1:?,1:yes,,0.915
1318,1:?,1:yes,,0.987
1319,1:?,1:yes,,0.919
1320,1:?,1:yes,,0.972
1321,1:?,2:no,,0.96
1322,1:?,2:no,,0.663
1323,1:?,1:yes,,0.998
1324,1:?,1:yes,,1
1325,1:?,1:yes,,1
1326,1:?,1:yes,,0.753
1327,1:?,1:yes,,0.807
1328,1:?,1:yes,,0.92
1329,1:?,1:yes,,0.96
1330,1:?,1:yes,,0.967
1331,1:?,2:no,,0.982
1332,1:?,1:yes,,0.983
1333,1:?,1:yes,,0.98
1334,1:?,1:yes,,0.948
1335,1:?,1:yes,,1
1336,1:?,1:yes,,0.942
1337,1:?,2:no,,0.728
1338,1:?,1:yes,,0.93
1339,1:?,1:yes,,1
1340,1:?,1:yes,,0.972
1341,1:?,1:yes,,0.929
1342,1:?,2:no,,0.963
1343,1:?,1:yes,,1
1344,1:?,1:yes,,0.954
1345,1:?,1:yes,,0.764
1346,1:?,1:yes,,0.831
1347,1:?,1:yes,,1
1348,1:?,1:yes,,1
1349,1:?,1:yes,,0.771
1350,1:?,1:yes,,1
1351,1:?,1:yes,,1
1352,1:?,1:yes,,0.962
1353,1:?,1:yes,,0.936
1354,1:?,1:yes,,0.922
1355,1:?,1:yes,,0.927
1356,1:?,1:yes,,1
1357,1:?,2:no,,0.943
1358,1:?,1:yes,,0.956
1359,1:?,1:yes,,0.893
1360,1:?,1:yes,,1
1361,1:?,1:yes,,1
1362,1:?,1:yes,,0.975
1363,1:?,1:yes,,1
1364,1:?,1:yes,,0.984
1365,1:?,1:yes,,0.978
1366,1:?,1:yes,,0.778
1367,1:?,1:yes,,1
1368,1:?,1:yes,,1
1369,1:?,1:yes,,1
1370,1:?,1:yes,,1
1371,1:?,1:yes,,0.999
1372,1:?,1:yes,,0.999
1373,1:?,1:yes,,0.931
1374,1:?,1:yes,,0.995
1375,1:?,1:yes,,1
1376,1:?,1:yes,,1
1377,1:?,1:yes,,0.899
1378,1:?,1:yes,,0.991
1379,1:?,1:yes,,0.962
1380,1:?,1:yes,,1
1381,1:?,1:yes,,0.919
1382,1:?,1:yes,,0.946
1383,1:?,1:yes,,1
1384,1:?,2:no,,0.974
1385,1:?,1:yes,,1
1386,1:?,2:no,,0.982
1387,1:?,1:yes,,0.965
1388,1:?,1:yes,,0.998
1389,1:?,1:yes,,1
1390,1:?,1:yes,,0.927
1391,1:?,1:yes,,0.918
1392,1:?,1:yes,,0.953
1393,1:?,2:no,,0.673
1394,1:?,1:yes,,1
1395,1:?,1:yes,,0.978
1396,1:?,1:yes,,0.905
1397,1:?,1:yes,,0.926
1398,1:?,1:yes,,0.988
1399,1:?,1:yes,,0.99
1400,1:?,1:yes,,1
1401,1:?,2:no,,0.999
1402,1:?,1:yes,,1
1403,1:?,1:yes,,0.981
1404,1:?,1:yes,,0.89
1405,1:?,1:yes,,0.999
1406,1:?,1:yes,,0.941
1407,1:?,1:yes,,0.954
1408,1:?,1:yes,,0.939
1409,1:?,1:yes,,0.914
1410,1:?,1:yes,,0.94
1411,1:?,1:yes,,0.91
1412,1:?,1:yes,,0.994
1413,1:?,1:yes,,1
1414,1:?,2:no,,0.975
1415,1:?,1:yes,,0.967
1416,1:?,1:yes,,0.922
1417,1:?,1:yes,,0.912
1418,1:?,1:yes,,0.989
1419,1:?,1:yes,,1
1420,1:?,1:yes,,0.938
1421,1:?,1:yes,,0.933
1422,1:?,1:yes,,0.992
1423,1:?,1:yes,,0.969
1424,1:?,1:yes,,1
1425,1:?,1:yes,,0.819
1426,1:?,1:yes,,0.998
1427,1:?,1:yes,,0.997
1428,1:?,1:yes,,0.962
1429,1:?,1:yes,,0.998
1430,1:?,2:no,,0.997
1431,1:?,1:yes,,0.964
1432,1:?,1:yes,,0.862
1433,1:?,1:yes,,0.997
1434,1:?,1:yes,,1
1435,1:?,1:yes,,0.989
1436,1:?,1:yes,,0.881
1437,1:?,2:no,,0.931
1438,1:?,1:yes,,0.95
1439,1:?,1:yes,,1
1440,1:?,1:yes,,0.999
1441,1:?,1:yes,,1
1442,1:?,1:yes,,1
1443,1:?,1:yes,,0.988
1444,1:?,1:yes,,0.997
1445,1:?,1:yes,,0.676
1446,1:?,1:yes,,0.867
1447,1:?,1:yes,,0.542
1448,1:?,1:yes,,1
1449,1:?,1:yes,,0.972
1450,1:?,1:yes,,1
1451,1:?,1:yes,,1
1452,1:?,1:yes,,0.981
1453,1:?,1:yes,,0.931
1454,1:?,1:yes,,0.952
1455,1:?,1:yes,,1
1456,1:?,1:yes,,1
1457,1:?,1:yes,,0.94
1458,1:?,1:yes,,0.944
1459,1:?,1:yes,,0.948
1460,1:?,1:yes,,0.999
1461,1:?,1:yes,,0.94
1462,1:?,1:yes,,1
1463,1:?,2:no,,0.97
1464,1:?,1:yes,,0.613
1465,1:?,1:yes,,0.982
1466,1:?,1:yes,,0.959
1467,1:?,1:yes,,0.753
1468,1:?,1:yes,,0.831
1469,1:?,1:yes,,0.973
1470,1:?,1:yes,,1
1471,1:?,1:yes,,0.999
1472,1:?,1:yes,,0.941
1473,1:?,1:yes,,0.997
1474,1:?,1:yes,,0.99
1475,1:?,2:no,,0.952
1476,1:?,2:no,,0.761
1477,1:?,1:yes,,1
1478,1:?,1:yes,,0.787
1479,1:?,1:yes,,0.997
1480,1:?,1:yes,,1
1481,1:?,1:yes,,0.991
1482,1:?,1:yes,,1
1483,1:?,1:yes,,1
1484,1:?,1:yes,,0.976
1485,1:?,1:yes,,0.962
1486,1:?,1:yes,,1
1487,1:?,1:yes,,1
1488,1:?,1:yes,,1
1489,1:?,1:yes,,0.989
1490,1:?,1:yes,,1
1491,1:?,1:yes,,0.732
1492,1:?,1:yes,,0.969
1493,1:?,1:yes,,1
1494,1:?,1:yes,,0.926
1495,1:?,1:yes,,0.978
1496,1:?,1:yes,,1
1497,1:?,1:yes,,0.952
1498,1:?,1:yes,,0.969
1499,1:?,1:yes,,1
1500,1:?,1:yes,,0.999
1501,1:?,1:yes,,0.878
1502,1:?,1:yes,,0.944
1503,1:?,1:yes,,0.988
1504,1:?,2:no,,0.998
1505,1:?,1:yes,,1
1506,1:?,2:no,,0.926
1507,1:?,1:yes,,0.928
1508,1:?,1:yes,,1
1509,1:?,1:yes,,1
1510,1:?,1:yes,,1
1511,1:?,1:yes,,1
1512,1:?,1:yes,,0.851
1513,1:?,1:yes,,0.986
1514,1:?,1:yes,,1
1515,1:?,1:yes,,0.849
1516,1:?,1:yes,,0.93
1517,1:?,1:yes,,0.999
1518,1:?,1:yes,,0.999
1519,1:?,2:no,,1
1520,1:?,1:yes,,1
1521,1:?,1:yes,,0.855
1522,1:?,1:yes,,0.953
1523,1:?,1:yes,,0.962
1524,1:?,1:yes,,0.917
1525,1:?,1:yes,,0.652
1526,1:?,1:yes,,0.997
1527,1:?,1:yes,,0.793
1528,1:?,1:yes,,1
1529,1:?,1:yes,,1
1530,1:?,1:yes,,0.823
1531,1:?,1:yes,,1
1532,1:?,2:no,,0.964
1533,1:?,1:yes,,1
1534,1:?,1:yes,,1
1535,1:?,1:yes,,0.655
1536,1:?,1:yes,,0.997
1537,1:?,1:yes,,0.962
1538,1:?,1:yes,,0.883
1539,1:?,1:yes,,0.983
1540,1:?,1:yes,,1
1541,1:?,1:yes,,0.988
1542,1:?,2:no,,0.605
1543,1:?,2:no,,0.948
1544,1:?,1:yes,,0.967
1545,1:?,1:yes,,1
1546,1:?,1:yes,,0.945
1547,1:?,1:yes,,0.979
1548,1:?,1:yes,,1
1549,1:?,1:yes,,0.983
1550,1:?,1:yes,,1
1551,1:?,1:yes,,1
1552,1:?,2:no,,0.988
1553,1:?,1:yes,,0.956
1554,1:?,2:no,,0.668
1555,1:?,1:yes,,1
1556,1:?,1:yes,,1
1557,1:?,2:no,,0.872
1558,1:?,1:yes,,0.93
1559,1:?,1:yes,,1
1560,1:?,1:yes,,1
1561,1:?,1:yes,,1
1562,1:?,1:yes,,1
1563,1:?,1:yes,,0.927
1564,1:?,1:yes,,1
1565,1:?,1:yes,,0.999
1566,1:?,1:yes,,0.825
1567,1:?,1:yes,,0.896
1568,1:?,1:yes,,0.979
1569,1:?,2:no,,0.884
1570,1:?,1:yes,,0.786
1571,1:?,1:yes,,0.999
1572,1:?,1:yes,,1
1573,1:?,1:yes,,1
1574,1:?,1:yes,,0.95
1575,1:?,1:yes,,0.962
1576,1:?,1:yes,,0.623
1577,1:?,1:yes,,0.934
1578,1:?,1:yes,,0.984
1579,1:?,1:yes,,0.926
1580,1:?,1:yes,,0.974
1581,1:?,1:yes,,1
1582,1:?,1:yes,,1
1583,1:?,1:yes,,0.963
1584,1:?,1:yes,,0.98
1585,1:?,1:yes,,1
1586,1:?,1:yes,,1
1587,1:?,1:yes,,0.996
1588,1:?,1:yes,,0.975
1589,1:?,2:no,,0.995
1590,1:?,1:yes,,0.971
1591,1:?,2:no,,1
1592,1:?,1:yes,,1
1593,1:?,1:yes,,0.945
1594,1:?,1:yes,,0.939
1595,1:?,2:no,,0.925
1596,1:?,1:yes,,0.935
1597,1:?,1:yes,,0.904
1598,1:?,1:yes,,0.986
1599,1:?,2:no,,0.828
1600,1:?,1:yes,,0.821
1601,1:?,1:yes,,0.895
1602,1:?,1:yes,,0.963
1603,1:?,1:yes,,0.998
1604,1:?,1:yes,,0.951
1605,1:?,1:yes,,1
1606,1:?,1:yes,,0.989
1607,1:?,1:yes,,0.976
1608,1:?,1:yes,,0.882
1609,1:?,1:yes,,0.929
1610,1:?,1:yes,,0.922
1611,1:?,1:yes,,1
1612,1:?,1:yes,,0.921
1613,1:?,1:yes,,0.969
1614,1:?,1:yes,,0.997
1615,1:?,1:yes,,0.972
1616,1:?,1:yes,,0.998
1617,1:?,1:yes,,0.797
1618,1:?,1:yes,,0.973
1619,1:?,1:yes,,1
1620,1:?,1:yes,,1
1621,1:?,1:yes,,0.94
1622,1:?,1:yes,,1
1623,1:?,1:yes,,0.807
1624,1:?,1:yes,,1
1625,1:?,1:yes,,0.682
1626,1:?,1:yes,,0.708
1627,1:?,1:yes,,0.941
1628,1:?,1:yes,,1
1629,1:?,1:yes,,1
1630,1:?,1:yes,,0.927
1631,1:?,1:yes,,0.571
1632,1:?,2:no,,0.775
1633,1:?,1:yes,,0.999
1634,1:?,1:yes,,0.995
1635,1:?,1:yes,,1
1636,1:?,1:yes,,0.998
1637,1:?,1:yes,,0.999
1638,1:?,1:yes,,0.995
1639,1:?,1:yes,,0.986
1640,1:?,1:yes,,0.937
1641,1:?,1:yes,,0.999
1642,1:?,1:yes,,0.993
1643,1:?,1:yes,,0.989
1644,1:?,1:yes,,0.858
1645,1:?,1:yes,,0.988
1646,1:?,1:yes,,0.977
1647,1:?,1:yes,,0.889
1648,1:?,1:yes,,0.959
1649,1:?,1:yes,,0.945
1650,1:?,1:yes,,0.945
1651,1:?,1:yes,,0.805
1652,1:?,1:yes,,0.999
1653,1:?,1:yes,,1
1654,1:?,1:yes,,1
1655,1:?,1:yes,,0.921
1656,1:?,1:yes,,1
1657,1:?,1:yes,,0.959
1658,1:?,2:no,,0.955
1659,1:?,1:yes,,0.701
1660,1:?,1:yes,,0.986
1661,1:?,1:yes,,0.943
1662,1:?,1:yes,,0.958
1663,1:?,1:yes,,0.949
1664,1:?,1:yes,,1
1665,1:?,1:yes,,1
1666,1:?,2:no,,0.811
1667,1:?,1:yes,,1
1668,1:?,1:yes,,0.999
1669,1:?,1:yes,,1
1670,1:?,1:yes,,0.918
1671,1:?,1:yes,,0.988
1672,1:?,1:yes,,0.996
1673,1:?,1:yes,,0.964
1674,1:?,2:no,,0.996
1675,1:?,1:yes,,0.966
1676,1:?,1:yes,,0.753
1677,1:?,1:yes,,0.657
1678,1:?,1:yes,,0.933
1679,1:?,1:yes,,0.789
1680,1:?,1:yes,,0.959
1681,1:?,1:yes,,0.994
1682,1:?,1:yes,,1
1683,1:?,1:yes,,0.963
1684,1:?,1:yes,,0.921
1685,1:?,1:yes,,1
1686,1:?,1:yes,,0.997
1687,1:?,1:yes,,1
1688,1:?,1:yes,,0.922
1689,1:?,1:yes,,0.917
1690,1:?,1:yes,,1
1691,1:?,1:yes,,0.985
1692,1:?,1:yes,,0.999
1693,1:?,1:yes,,0.967
1694,1:?,1:yes,,0.989
1695,1:?,1:yes,,0.913
1696,1:?,1:yes,,0.988
1697,1:?,1:yes,,0.923
1698,1:?,1:yes,,0.997
1699,1:?,1:yes,,1
1700,1:?,1:yes,,0.967
1701,1:?,1:yes,,0.989
1702,1:?,1:yes,,0.948
1703,1:?,1:yes,,1
1704,1:?,1:yes,,1
1705,1:?,1:yes,,1
1706,1:?,2:no,,0.978
1707,1:?,1:yes,,0.995
1708,1:?,1:yes,,0.957
1709,1:?,1:yes,,0.947
1710,1:?,1:yes,,0.967
1711,1:?,1:yes,,0.841
1712,1:?,1:yes,,0.782
1713,1:?,1:yes,,0.929
1714,1:?,1:yes,,1
1715,1:?,1:yes,,1
1716,1:?,1:yes,,1
1717,1:?,1:yes,,0.965
1718,1:?,1:yes,,1
1719,1:?,1:yes,,0.914
1720,1:?,1:yes,,0.821
1721,1:?,1:yes,,0.949
1722,1:?,1:yes,,0.988
1723,1:?,1:yes,,1
1724,1:?,1:yes,,0.955
1725,1:?,1:yes,,0.991
1726,1:?,1:yes,,1
1727,1:?,1:yes,,0.922
1728,1:?,1:yes,,0.818
1729,1:?,1:yes,,0.975
1730,1:?,1:yes,,1
1731,1:?,1:yes,,1
1732,1:?,1:yes,,0.729
1733,1:?,1:yes,,1
1734,1:?,1:yes,,0.989
1735,1:?,1:yes,,0.961
1736,1:?,2:no,,0.955
1737,1:?,2:no,,0.95
1738,1:?,2:no,,1
1739,1:?,1:yes,,0.974
1740,1:?,2:no,,0.831
1741,1:?,1:yes,,1
1742,1:?,1:yes,,0.974
1743,1:?,1:yes,,1
1744,1:?,1:yes,,0.965
1745,1:?,1:yes,,0.997
1746,1:?,1:yes,,0.959
1747,1:?,1:yes,,0.994
1748,1:?,1:yes,,0.882
1749,1:?,2:no,,0.967
1750,1:?,1:yes,,1
1751,1:?,1:yes,,0.975
1752,1:?,1:yes,,1
1753,1:?,1:yes,,0.906
1754,1:?,1:yes,,1
1755,1:?,1:yes,,0.996
1756,1:?,1:yes,,0.792
1757,1:?,1:yes,,0.998
1758,1:?,1:yes,,0.904
1759,1:?,1:yes,,0.927
1760,1:?,2:no,,0.841
1761,1:?,1:yes,,0.921
1762,1:?,1:yes,,0.986
1763,1:?,1:yes,,1
1764,1:?,2:no,,1
1765,1:?,1:yes,,0.552
1766,1:?,1:yes,,1
1767,1:?,1:yes,,0.791
1768,1:?,1:yes,,1
1769,1:?,1:yes,,0.992
1770,1:?,1:yes,,0.996
1771,1:?,1:yes,,0.952
1772,1:?,1:yes,,0.998
1773,1:?,1:yes,,0.991
1774,1:?,1:yes,,1
