indiv_nurse,screen_name,username,tweets,followers,following,SA,bio
,@Debby451,#HelloMyNameIs Debra,106,152,217,"1,877",First year Student Nurse
,@MrWerewulf,Andrew Orchiston,121,21,120,"2,118",Ex RAF Electronics engingeer now retrained as a registered nurse (learning disabilities)
,@leoniejohnson07,leonie johnson,166,565,"1,025","1,050","Nurse,mother.wife"
,@shouldagotadog,s worth,133,3,17,"1,849","Mother, Grandmother, Nurse, Equine lover, dog lover, cats optional, working middle class"
,@tiabusato,mattia busato,164,155,202,"1,303",Student of nursing at the Padova's university / Athlete under the #GERMINALBIO karate Castelfranco/Member of the italian national team/
,@NicnicDizon,NicoleAnnDizon,109,131,216,"1,462",18yo | Libra | BS Nursing | Otaku | Instagram: nicnicdizon | Chess | Art | Food | Swimming |
,@hay_raye,Haley Robison,198,86,129,"2,341",lover of God | student nurse | adventurer | life is good
,@HongngamYui,yuii-Jung,153,5,83,709,Facutly of nursing
,@enne09,Neil Elvira,145,35,14,"2,374","Singer, Writer, Nurse, Home Buddy, Cook - What else? (^^,)!"
,@KatieScuderiRN,Katie Scuderi RN,123,292,506,"1,589","Registered Nurse, VEMMA Brand Partner, mother of three children and loving wife. Children's health and nutrition is a huge priority for me!"
,@ILSeniorHealth,HCCI,145,202,324,"1,661",The Health Care Council of Illinois is fighting to protect nursing home residents by establishing a Nursing Home Residents' Bill of Rights.
,@PrismaPramesti,Prisma Pramesti,161,73,54,"1,444",i  my self & my families | nurse | cat lover | wanna try to make my dream come true
,@officialRy_Guy,Ryan Strong,187,24,51,307,:HiLife: w/ my son! Army Vet/ Nursing student/ love my body and my kicks! :fit life: IG: @RyGuyyy12
,@NeshobaGeneral,Neshoba County Gener,150,63,82,775,"Neshoba County General Hospital - Nursing Home is located in Philadelphia, MS. We are a county-owned facility."
,@IqLove95,jawaher mashalla,116,21,179,624,16-3-1995 palestine. bethlahem nurse . Midwife keep calm & follw 
,@bethanxella,Bethan-Ella Thomas,139,106,204,"1,418","Bethan-Ella, Student Nurse, Cardiff."
,@sussan_ibrahim,@sussan_ibrahim,164,29,63,805,"My name susanti students in Nursing Poltekes kemenkes Gorontalo | dear same parents, same Pacal I also | always give thanks to allah swt. ((;"
,@butterflyswag28,Chelsi G Lewellyn,147,17,19,"1,874","A cool chick loves to cook, shop, get my hair done I'm a good friend and I love to laugh! and I'm a nurse"
,@WolfieSmith1980,Scott Smith,113,107,178,"1,586",Children's nurse. Football fanatic. Born and raised in Wolverhampton now live in North Wales.
,@HananSaud5,Hanan Saud,100,48,43,283,nurse n JHAH on earth since 1986 mom of princess Shahla
,@TZaunRN,Tab Zaun,100,18,173,"1,298","Mom, Wife, Daughter, Sister, Aunt, Friend, Nurse, and Cancer Survivor, life is good."
,@DanicaBang,U RI Bang(__),128,119,74,"2,027","⡐ (Certified Nurse Midwife) ۓʥϓ(Home Birth),_ѡϓ(Natural Birth),ϑϓ(Hypnobirthing),_ʐ_(Autogen),ϐ"
,@jamieshayne,JamieShayne Sumangil,116,8,73,"1,246",Registered Nurse. I can do all things through Christ who strengthens me!
,@katie_soprano,Katie's,123,27,47,"1,448","i live in kentucky. nursing school. my boyfriend is pretty hot. im a uk fan. whatever, whatever..."
,@KrystalC5,Krystal Cannon,130,36,146,"1,431","Daughter of a blue collared man; always an optimist; lover of life, Mother of a Princess, Student of Willie, Nursing her way through LIFE"
,@Donna2109,Donna,104,28,754,"2,394","Cake loving Chemotherapy Nurse, making the most of every day xx"
,@mjannvargas,Mj Vargas,143,36,124,"1,379",NURSE 3 Innocent. Funny. Naughty Young.Wild and Free :))
,@Victoria_M1975,VictoriaKinney,104,13,255,"1,386","Daughter, mother, Nurse, philanthropist, Good Listener and realize the importance of Laughter"
,@EkhoHerdyBoy,Eko Herdianto,168,86,48,"1,224",East Borneo Province Goverment Nursing Academy #IamUNITED
,@maraivellous,_Mariah Analyn Lim_,143,58,317,272,Nursing||Dreamer||Positivethinker||Unique||1997||Scorpios||eighteen
,@tifani_ann,Tifani McGovern,120,56,203,656,TCU Alum. Soldier. Nurse. Wifey. Texan. Lovin' Life. Be the change you wish to see in the world.
,@JeniMojo,Jennnayyy,113,132,399,"1,615","Jeni. Gonna be a nurse, 20 and doing fantastic."
,@rulhson,LHSON,135,9,51,241,"Loretto Heights School of Nursing is a top nursing school in the heart of Denver, Colorado."
,@ladybugladysl,hikergirl,199,3,87,"2,375","mother of two boys, wife to a wonderful man, and a dedicated hospice nurse. love the outdoors for so many reasons! enjoying life!"
,@haileysw96,Hailey Wagoner,119,46,207,730,Senior C/o 2014| 18 | Nursing Student | CMC is my one & only- 03.02.13| IG: hayhay96
,@NinaPickering_x,Nina Pickering.,107,92,58,929,"Nurse, mother, girlfriend and werewolf. I don't bite... Well, except on a full moon that is. // AU Nina Pickering account."
,@MagnoliaPromo,Jennifer Swonke West,108,8,21,"1,469","VP Sales & Marketing Business Development/Promotional Distribution, Sr Consultant Gold Canyon Candles- World's Finest, Nurse by trade & rooted in my heart!"
,@Gynna_ann,Polikem forever,142,4,12,783,studying nursing. aspire to be someone great in future before you expire and don't ever give room for haters.
,@SineadCampbell5,Sinead Campbell,126,110,549,"1,239",Sinead Campbell. Donegal. Bsc Adult Nursing @ UWS Paisley
,@charlieRNC,Charlie Miles,150,14,92,"2,010","I'm Charlie, I'm a children's nurse"
,@cathycoss335,Cathy Costello,106,26,234,"2,263","Heya, its meee, wat u see is wat u get Loves music, readin, keeping fit an animals Studying Adult Nursing D̼n Na Ngall IRE!"
,@GCUAdultNursing,GCU Adult Nursing,181,455,89,922,Tweets from Glasgow Caledonian University's Adult Nursing Programme
,@Lena_darwish2,l̬na Darwish,145,14,53,"1,054","Nursing supervisor , International Red Cross learning network . Lebanon ... Believe In your Dreams , Never Give Up !"
,@C_Andreae,Christina Andreae,112,32,48,207,PhD student at Link̦ping University. Cardiac nurse. Interested in nutrition and appetite in heart failure.
,@IrieNero,Irie :-),151,23,67,"1,643",Pediatrics Nurse!
,@peebar1,Sheena kennedy,148,86,274,"2,136","nurse specialist, living in Rainhill , St Helens"
,@amyscostin,Amy Costin,132,15,25,"1,179","Wife, daughter, mother, nurse, country music fan."
,@Keikapyro,Keika Maakestad,176,31,44,"2,346",Registered Nurse working at a family medicine office as a day job- otherwise I'm your typical geek/pyromaniac christian pro-life libertarian.
,@tittinghell,Paul Day,160,33,61,"2,368",Uniquely strange northern type. A&E; nurse extroadinaire. And generally mad as chips!
,@athenaMSRN,i am tenten :),113,56,178,"1,594","a registered nurse, a book lover and a sweet daughter :)"
,@amber1102,Amberlee Long,119,19,15,"2,354",I am a US Navy Veteran and I am currently in Nursing school. I love to have fun and let loose
,@jmc74j,Jean Crabb,194,60,207,"1,001",Aged care nurse North Queensland local.
,@plexusbyjess,Plexus by Jess,112,38,279,362,"I am a nurse, a mother, and a wife. I feel in love with getting healthy and found Plexus along the way. I decided to make it a priority to tell everyone!!"
,@zlew17,Lauren Wills-Smith,121,52,115,872,god first and always. happily married. nurse. health/fitness. boats. jeeps. nascar. tennessee vols. humor. IG and snapchat: zlew17 
,@SandSunFitness,Sand & Sun Fitness,130,217,662,"1,182","I'm a Family Nurse Practitioner, Mom, Wife, & Health & Fitness Lover! I want to INSPIRE you, EMPOWER you, and help you become FIT, HEALTHY, & CONFIDENT!!!"
,@nengdedegeulis,dede siti rogayah,140,73,147,"1,775","lucky wife,smart nurse,cool and so sweet "
,@lisablack1983,Lisa Whitehouse,117,45,142,"2,086","Busy mum, childrens nurse, a&e; nurse Chocoholic PND survivor Child safety/accident prevention activist"
,@redheadlady76,Tessa Ferguson,135,25,352,"2,285","wife, redhead, sister, aunt, daughter, nurse. many hats, but still human."
,@jessieaspencer,Jessie Spencer (J),147,46,79,781,"I'm a student nurse/support worker, friendly, fun sweet and outgoing. Anything else just ask. Deep in thought can be cheeky sometimes........#VOELADY"
,@Reese2003,Sherise Hughes,164,70,165,"2,338",I am a nurse and a proud single mother of a wonderdul son named Malachi!
,@ernurseicu,Dennis Cole,204,95,281,612,"What can I say im a simple guy. I have been a nurse since June 2009. I currently work full time in ICU formerly full time in ER, but still work ER prn."
,@lovinglife91059,Debbie,110,8,109,"1,675","Nurse, traveler, Pugs, TV, Movies, Broadway, NYC.........."
,@shivani1114,Shivani sharma,106,896,"1,701",297,"Blogger of a blog that contain lyrics, big stories, photography, fictional stories and many more.... student of nursing..."
,@GlennJoyo,Glenn Joyo,135,43,114,868,"I am a Midwife and Nurse by profession and I love it :) Served the oppressed people, saved their lives is FULFILLING."
,@MyCEUstore,MyCEUstore/Ram Gangi,158,69,291,"1,233","Do you know how many more CEUs do uou need? How much did you spend so far? Designed for Nurses, SLPs, Aud, PTand OT to manage Licenses, Courses and Expenses."
,@WKFashion_IOM,Winnie Kelly,108,37,72,81,"Mother of 3, Mental Health #Nurse & Proprietor of Winnie Kelly۪s Ladies #vintage #Fashion & #Jewellery"
,@Trifena94,T. Melisa Manoppo,147,48,37,852,A girl . 94line . Pentecost Family . Nursing Students // K-popers [Star1 ۢ Inspirit ۢ A+ ۢ ELF]!
,@chinweeezy,Chinwe Nwabugwu,123,20,83,735,Love my family and my friends more than anything. Student Nurse. School's a b*tch but I love it.
,@KirsiTalman,Kirsi Talman,135,28,36,907,"RN, MSc, PhD, Senior Lecturer in nursing, Metropolia University of Applied Sciences. Research interest: Nursing education, Student Selections"
,@Katiestar85,Katie Richardson,181,123,312,"2,165","Im Katie, I'm 28, I live in Basildon, I'm a nursery nurse and run alternative music club nights. I live on my own with my 3 cats :) http://t.co/VUVkoqI6"
,@kmmchrn,Kathleen Hansel,186,22,367,"1,193",Nurse & Mary Kay Consultant
,@Britpit19,Brittany Emberson,110,18,64,"1,163","I'm Brittany, I am currently in school pursuing a degree in Nursing. I work as a CNA and I really love music. The tweets on this page are my own thoughts."
,@MartaPisa,Marta Pisa,118,22,280,"2,330","Girl, living in Lisbon, studying nursing, creative, dreamy and peaceful"
,@Bradfordgail,Gail Hall,200,68,77,"1,087","Manager of vocational science team at Bradford College looking after pharmacy, dental nursing and optical retailing courses."
,@lupinepaul,Paul Smith,183,98,53,"1,214","learning disability nurse,Indie-dad,nurse lecturer, gentleman gardener,boxer,member of The Rebellion."
,@jellyrachel69,Rachel Thomas,142,20,19,"1,173","Lung Cancer Nurse Specialist,Baking Extrordinaire, Animal Rescuer"
,@fullsue,sue fullenkamp,127,9,66,"2,582",retired OR nurse and real estate agent
,@Kaitlin_Broncos,Kaitlin Veselicky,103,22,183,"1,479",I'm a nurse at Penrose St. Francis Hospital.
,@aimeelou1983,Aimee Manson,126,144,"1,303",722,aimee lou - peerie nurse byding in Shetland...hopefully soon to be travelling to a warmer climate!....
,@SFUprincess527,Sarah Fulcher,125,91,444,96,"Everything happens for a reason; Life is too short to be anything but happy!! singer, painter, photographer, nurse and friend!"
,@xxcwxx,charlotte white,178,90,344,"1,662",i work as a dental nurse... my friends and family mean the world to me! :) live everyday like its your last! :) xx
,@ubrianehig92,Mark Edwardsi,141,53,50,408,case study of nurse video
,@P3nguinNurse,Michelle sauk,114,47,201,392,"Maternity Nurse, Musician, Sports enthusiast, geek!"
,@Etarla,Heather Elliott,151,7,49,"2,362","Wife, mom, nurse."
,@24689C,Colleen C-Hewitt,119,8,80,533,Syracuse university graduate school of nursing. ( before they closed the nursing school)
,@MeganElizHarris,Megan Harris,153,17,137,"2,253",Nurse/Wife/Mother
,@donna_robert,Donna Robert,118,24,80,"1,351",Registered Nurse Manager outpatient mental health clinic. It's sometimes more difficult to heal a person from the inside out. Support Mental Health Awareness.
,@LetsoM,Puseletso,193,11,44,"1,611",Everybody's best friend. Fun n a socialite. Proud to be a Mosotho woman. Nurse by profession n studying Clinical Psychology.
,@KaeAdrienne,Kae Adrienne,120,12,74,"1,192","I AM WHO I AM!:) young,wild and free/Vincentian nurse/versatile"
,@AnnMlmn,Ann Meuleman,131,58,570,"1,747",#nurse #handball #music #tennis #healthyfood
,@Mrpolo411Steve,steve johnson,167,12,26,710,Future traveling nurse in the making
,@deemz07_RN,deemah yanga,182,40,412,"2,277",a Registered Nurse..but still jobless..
,@blakbetty7,Nurse Buck,139,69,596,996,I can be the sweetest woman or most evil b*tch. Depends on what situation. I'm always about my kids & my money.
,@courtney_babyXO,courtney bonney,146,49,533,"1,696",I am a CNA working on my bachelors in nursing. I am a mom to 2 beautiful girls.
,@kathrynhughes1,kathryn hughes,116,39,197,"1,559","Hey; Im Kat. Im 22 and I live in Frome, UK. I am a qualified nurse :). I'm loud, outgoing and generally friendly :) smile and the whole world smiles with u"
,@Roeroe92,Rose Martindale,162,44,39,"1,969","Nursing student, Belly Dancer, CNA, baker and cook"
,@HGribbers82,Helen G,113,28,71,"1,459","Mother, daughter, sister, niece, friend, nurse........and anything else I've forgot! ;)"
,@DianneDraven,dianne falqueza,183,36,79,"1,614",Lover of Music and Books. Certified Nurse. * Sometimes Silence Speaks Louder Than Words.* ;-)
,@miqikopupuri,Agrippine Kapiloff,160,2,66,828,"Registered Nurse,,, Each morning is new beginning, Live life to the max"
,@chellbeam,Mechelle Beam,199,20,305,"2,249","I have been a nurse since 2002. I have three kids, 2 girls and a boy. They are the light of my life. Been married since 1997 to my best friend."
,@Lollii_1994,Lauren cooper,198,105,346,"2,472","Student learning disability nurse!, BCU student - 2cnd year, and student Rep for the LD Student nurses in my year."
,@nicole_gleeson,Nicole Gleeson,133,116,144,"1,617","Paediatric Nurse at The Royal Children's Hospital, Melbourne."
,@lhaining1,Lorraine Haining,118,211,421,637,Advanced Nurse Practitioner in Dementia Ideas Team / Clinical Studies Officer with Scottish Dementia Clinical Research Network
,@Faithfull11,Linda Faithfull,194,24,469,"2,219","Wife,Mother,Nurse.Caring human being. One thing I alway told my children, be kind, I'm happy to say they are."
,@Nemsky2,Nemia Carbilledo,124,16,105,"1,929","Christian, Physiotherapist, Nurse,good friend"
,@rovalyudityas,Roval yudityas,194,128,197,"1,686",nothing special | nursing academy @poltekes TNI AU 09 | love the blues
,@ArrogantAtlas,Arrogant Atlas,193,115,133,90,New Twitch streamer | Student nurse | Animal advocate | Anime love | Taken | Star Wars obsessed | Like us on fb!
,@420phin,Phin Villanueva,128,28,72,290,"SINCE 1ģ9ģ9ģ1ģ ۢ Carpe diem ۢ Wanderlust  ۢ TAMۢNurse ۢ SF, CA ۢ Phil 4:13 x 1Cor13:4-7 x Mark 10:9"
,@RenSeiren,Kathy O.,156,45,132,"2,186","Registered Nurse. Love to in share health-related info with people! Into Jazz/Classic music, piano, multicultural/human rights.ǋ⫋܏_ጣǋ⌁㻌ہģ/ĩċċ Ӌ⢋_"
,@TheBaconmetal,Joe Lampley,146,24,37,"2,372","Metalhead. Bacon enthusiast. Artist. Bug nerd. A small town farm boy nursing an obsession with all things artistic and scientific. Also, bacon. Mmmm..."
,@kw_lauren,Lauren,120,11,45,"2,157","Lauren, 26, geek, Band of Brothers(!) and war movie lover, bloodhound aficionado, dog rescue driver, someday a nurse."
,@nursenancy23,Nancy L. Wilson,128,14,37,"2,311","I'm a Registered Nurse. I like movies, theatre, the Arts. Source Energy is everywhere, equally present, all the time."
,@WiresandStrings,Mayella P. Ladislao,148,12,83,"1,724","A physician & nurse by profession, moonlighting as a jewelry designer. Blessed mother & wife.My creations are displayed at AC+632 boutique, Greenbelt 5, Makati."
